entity,entity_type,source_url
Hercules IMAGE,PERSON,https://www.europeana.eu/item/1200/065_RP_20?utm_source=api&utm_medium=api&utm_campaign=tionefter
Cyprus University of Cyprus Fulgence Bienvenüe,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Fulgence Bienvenüe,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Muse,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mythologie,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muusa,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mūzos,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muza Grčka,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Múza Grécka,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muserna,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Μούσες,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muusad Vanakreeka,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Musa Greziar,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muze,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Griekse,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Miotaseolaíocht,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Gréige Mitoloġija Griega,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mythologie Muse,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
мифология муза kreikkalainen mytologia,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Grčka,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muza Mūzas,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Gréige mitologia grega musa,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muserna,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mitoloġija Griega,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muusad Vanakreeka,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Múzy Muzy,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Muze Griekse,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnassus,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
France,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiken Frankrike,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franska,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Parnassus,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Франция,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Парижский,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж (Франция,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Франция Париж,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR La France République,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
República Francesa República da França,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
de Ilha de França Ile de,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Monte Parnasso Monte Fócida,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Παρίσι Γαλλική Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός Παρνασσός,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Francuska,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Parīze Francijas Republika République,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parigi Isola,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Paris Ville de Paris,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Lutezia Monte Parnasso Parnasso Monte Parnaso,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de l'Amour FR-75 DEPARTEMENT DE,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Köztársaság,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Pariis Paříž Francouzská,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzska,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Narodowy,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Park Narodowy,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republica Franceză,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnaß Repubblika Franċiża,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Republic of,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
France City,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francesa Ile-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiek FR,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnaß Pariisi Ranskan,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnassus Париж Французская,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paname Pantruche Ville-Lumière FR République,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paríž Francúzska,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Παρίσι Γαλλική,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Paryż,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnassos Paris,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankreich Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnasse París Francia Isla de Francia,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parijs,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankrijk Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Парнас Ranska,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Ilha de França,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Парнас Prancūzija Il de,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzsko Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnas An Fhrainc Île-de-France,ORG,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Illa de França,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Γαλλία Ιλ-ντε,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franza Pariġi Francia Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnassos Frantzia Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francie Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francja Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franța Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnassos,GPE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parnasse Franciaország Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franza Pariġi,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Île-de-,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
París Francia Isla de Francia,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Prantsusmaa Île-de-France,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Jahrhundert,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Jahrhundert XX,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
20th century 20th century,DATE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
XX 20,DATE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Secolul al XX-lea Secolul al XX-lea,PERSON,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-08-20T17:10:31.396Z,DATE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
2024-08-20T17:10:31.396Z Montparnasse,DATE,https://www.europeana.eu/item/1200/087_Mod_1?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
the early 18th century,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
the Tour de France,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
14th of July,DATE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
The Avenue des Champs Elysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs Élysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
the Avenue des Champs Élysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Metall,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mythologie Metalli,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Металл,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Kovine Grčka,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Métal,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Kov Grécka,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Kovina,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Miotal Miotaseolaíocht,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Gréige Metall,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metall,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Μέταλλο,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Greek,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metallo,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metall Vanakreeka,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Greziar,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metaal Griekse,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mitoloġija Griega,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Mythologie Metall,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metalli Металл,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
мифология mitologia grega,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Древногръцка,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Метал Metalai,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Miotaseolaíocht,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Gréige Miotal,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Metallo,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Vanakreeka,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metall Kov,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Metal Metal,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж (Франция,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Франция Париж,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Французская Республика ФР Французская,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Франция,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Республика Парижский,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Шанз-Элизе Ville de Paris,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
França,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
France,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR La France République,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
República Francesa República da França,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
de Ilha de França Ile de,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Élysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Elysees Champs-Elysees Πόλη,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός Παρίσι Γαλλική Δημοκρατία Πόλη,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
φωτός,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ηλυσίων,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Light City,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Île-de-France,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Republic,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
France City,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Elysees Champs-Elysees Champs-Elysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Francuska,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Paris Ville de Paris,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Lutezia,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Élysées Ville-Lumière Paname Lutèce,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de l'Amour FR-75 DEPARTEMENT DE,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs Champs Élysées,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francesa Ile-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paríž Francúzska,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republica Franceză,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
la ciutat de la,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Camps Elisis Lutetia,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiek FR,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Elysees,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Republiken Frankrike,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franska,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Париж Република Франция Френска,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Párizs,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
FRA Champs-Elysées Champs-Elysees Champs-Élysées Champs,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Les Champs,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Шанз-Элизе Pariisi Ranskan,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville de Paris,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Elysees Champs-Elysees,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paris Parīze Francijas Republika République,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Ville-Lumière Paname Lutèce,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francúzska,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Camps Elisis,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
FR Πόλη,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Repubblika Franċiża,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Pariis,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankreich Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Елисейские,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
França Ilha de França,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Париж Шанз-Елизе,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Prancūzija Il de Fransas,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francuska Île-de-France,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Elizejske,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parīze Francija Ildefransa,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Élysées Párizs,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Paríž Francúzsko Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Élysées Pariz,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francija Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Páras An Fhrainc Île-de-France,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Παρίσι Γαλλία Ιλ-ντε,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Σαμπ-Ελιζέ Pariġi,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franza Pariġi,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Champs-Élysées Parigi,ORG,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francia Isla de Francia,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Avenida de los,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Pariis Prantsusmaa Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Pariis Champs-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Francja Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Franța Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Parijs,GPE,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Frankrijk Île-de-,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
Jahrhundert,PERSON,https://www.europeana.eu/item/1200/088_Mod_2?utm_source=api&utm_medium=api&utm_campaign=tionefter
